id,youtube_id,player,sex,club,view,slow,events,bbox,split,processed_video_path
1019,a8sz0AGo3-k,PETER JACOBSON,m,iron,face-on,1,[4031 4074 4119 4132 4164 4187 4202 4215 4295 4328],[5.01562500e-01 6.94444444e-04 4.98828125e-01 1.00000000e+00],2,processed_videos/PETER_JACOBSON_a8sz0AGo3-k_88504550-3c8d-44f6-b4e0-9ec3d9b34efc.mp4
1020,U2PndBCHo0Y,BEATRIZ RECARI,f,driver,down-the-line,0,[451 761 776 780 788 791 795 798 818 851],[0.1515625  0.14027778 0.371875   0.83611111],4,processed_videos/BEATRIZ_RECARI_U2PndBCHo0Y_4a6c154d-dd14-4cc0-a8ef-d8196507bd59.mp4
1021,U2PndBCHo0Y,BEATRIZ RECARI,f,driver,down-the-line,1,[1221 1253 1312 1328 1360 1372 1388 1398 1482 1542],[0.140625   0.13333333 0.3828125  0.83194444],4,processed_videos/BEATRIZ_RECARI_U2PndBCHo0Y_2efba4c8-8f2d-452f-98f9-d2293a9db28d.mp4
1022,XlAFMyH32ng,JOHN DALY,m,driver,face-on,0,[ 91 228 242 245 254 258 262 263 280 316],[0.16875    0.03194444 0.6703125  0.95      ],2,processed_videos/JOHN_DALY_XlAFMyH32ng_6eb324b5-0254-4026-9b21-939624257a60.mp4
1023,XlAFMyH32ng,JOHN DALY,m,driver,face-on,1,[647 697 751 763 797 814 828 836 895 932],[0.15703125 0.025      0.69375    0.93888889],2,processed_videos/JOHN_DALY_XlAFMyH32ng_898ecebb-c2c4-46d9-b80c-b7b27dcb76ed.mp4
1024,awQOVx5JBdU,ARIYA JUTANUGARN,f,wedge,other,0,[ 32 124 142 149 154 157 161 164 184 219],[0.15       0.0375     0.59375    0.94861111],3,processed_videos/ARIYA_JUTANUGARN_awQOVx5JBdU_e021d22d-9592-4a2f-a1b7-96c23524d59e.mp4
1025,awQOVx5JBdU,ARIYA JUTANUGARN,f,wedge,other,1,[429 464 530 557 578 592 608 619 683 743],[0.14296875 0.02083333 0.5890625  0.96527778],3,processed_videos/ARIYA_JUTANUGARN_awQOVx5JBdU_25fa9726-5e16-4182-8631-4c13c29799be.mp4
1026,imMtzCqsE1Q,SUNG HYUN PARK,f,hybrid,down-the-line,0,[301 556 567 572 581 586 590 592 606 644],[1.60156250e-01 6.94444444e-04 4.52343750e-01 9.88194444e-01],1,processed_videos/SUNG_HYUN_PARK_imMtzCqsE1Q_5f30461d-a045-4e26-b162-315c3fa2e38a.mp4
1027,imMtzCqsE1Q,SUNG HYUN PARK,f,hybrid,down-the-line,1,[ 761  791  833  854  891  910  924  932  991 1028],[1.79687500e-01 6.94444444e-04 4.45312500e-01 9.93750000e-01],1,processed_videos/SUNG_HYUN_PARK_imMtzCqsE1Q_1d6ab241-e579-4c19-b99c-14a9857fb606.mp4
1028,K_Z-c4_e98M,PATRICK RODGERS,m,driver,face-on,0,[151 191 202 205 212 217 220 222 235 268],[8.75000000e-02 6.94444444e-04 8.10937500e-01 9.54861111e-01],4,processed_videos/PATRICK_RODGERS_K_Z-c4_e98M_a00b5583-9747-49fb-982d-7c222b382591.mp4
1029,K_Z-c4_e98M,PATRICK RODGERS,m,driver,face-on,1,[478 491 532 544 576 592 606 613 665 695],[1.08593750e-01 6.94444444e-04 8.03906250e-01 9.75694444e-01],4,processed_videos/PATRICK_RODGERS_K_Z-c4_e98M_6ba6ef85-1db3-460e-b3d2-d5c7412cad17.mp4
1030,agPV5TKeJuA,AMELIA LEWIS,f,driver,face-on,0,[151 389 404 410 418 422 426 428 449 482],[5.46875000e-02 6.94444444e-04 8.35156250e-01 9.89583333e-01],1,processed_videos/AMELIA_LEWIS_agPV5TKeJuA_c3c97003-4214-4739-8524-5e04165d820c.mp4
1031,agPV5TKeJuA,AMELIA LEWIS,f,driver,face-on,1,[ 752  781  842  864  894  913  927  937 1019 1049],[5.00000000e-02 6.94444444e-04 8.64062500e-01 9.93750000e-01],1,processed_videos/AMELIA_LEWIS_agPV5TKeJuA_5616f621-9648-484e-be46-c13e46858877.mp4
1032,3wLk27z0Yvk,LYDIA KO,f,driver,face-on,0,[211 679 708 714 723 727 731 733 753 783],[5.00781250e-01 6.94444444e-04 4.99609375e-01 9.96527778e-01],3,processed_videos/LYDIA_KO_3wLk27z0Yvk_64f01cf9-d092-4128-ac15-e311adf6e5e2.mp4
1033,3wLk27z0Yvk,LYDIA KO,f,driver,down-the-line,0,[633 683 708 713 722 727 731 733 753 787],[3.90625000e-04 6.94444444e-04 4.52734375e-01 9.97916667e-01],3,processed_videos/LYDIA_KO_3wLk27z0Yvk_b0975baf-5123-44ea-ad7d-61a094cf2e5f.mp4
1034,3wLk27z0Yvk,LYDIA KO,f,driver,face-on,1,[1117 1191 1219 1225 1234 1239 1242 1244 1264 1298],[5.02343750e-01 6.94444444e-04 4.98046875e-01 1.00000000e+00],3,processed_videos/LYDIA_KO_3wLk27z0Yvk_94cec7a4-1f22-401e-b107-788712eb877c.mp4
1035,3wLk27z0Yvk,LYDIA KO,f,driver,down-the-line,1,[1153 1195 1219 1225 1234 1239 1242 1245 1264 1298],[3.90625000e-04 6.94444444e-04 4.51953125e-01 1.00000000e+00],3,processed_videos/LYDIA_KO_3wLk27z0Yvk_be91339c-647d-4a81-a372-81ec5f118f70.mp4
1036,DyrY97vaDis,RORY MCILROY,m,driver,down-the-line,0,[481 851 869 872 879 884 887 889 901 935],[3.90625000e-04 6.94444444e-04 5.88671875e-01 9.99305556e-01],1,processed_videos/RORY_MCILROY_DyrY97vaDis_cb9ec4dd-1ced-4500-8959-ebb752c05577.mp4
1037,DyrY97vaDis,RORY MCILROY,m,driver,down-the-line,1,[1145 1194 1234 1248 1274 1293 1304 1311 1371 1401],[5.62500000e-02 6.94444444e-04 5.34375000e-01 9.97916667e-01],1,processed_videos/RORY_MCILROY_DyrY97vaDis_5ace68b7-cbd7-4d1d-a8b6-92098ac18cc7.mp4
1038,AmJx1lu1fv8,ADAM SCOTT,m,driver,other,0,[ 871 1222 1236 1239 1248 1253 1255 1257 1277 1312],[5.00781250e-01 6.94444444e-04 4.99609375e-01 1.00000000e+00],1,processed_videos/ADAM_SCOTT_AmJx1lu1fv8_ffd20d52-810a-4c93-ba3f-a5c89497d452.mp4
1039,AmJx1lu1fv8,JASON DAY,m,driver,down-the-line,0,[1162 1222 1235 1240 1248 1252 1255 1257 1268 1306],[3.90625000e-04 6.94444444e-04 4.98046875e-01 9.96527778e-01],1,processed_videos/JASON_DAY_AmJx1lu1fv8_e81a66a4-09bd-4a00-a0cb-d07c7f12a0cb.mp4
1040,2cD6CPZhiEY,BRANDT SNEDEKER,m,driver,face-on,0,[121 162 172 176 182 187 190 192 208 240],[5.15625000e-02 6.94444444e-04 8.18750000e-01 9.75694444e-01],2,processed_videos/BRANDT_SNEDEKER_2cD6CPZhiEY_cc374d0a-3dff-432d-840b-d77ccda64b74.mp4
1041,2cD6CPZhiEY,BRANDT SNEDEKER,m,driver,face-on,1,[ 780  883  920  937  961  980  992 1002 1063 1093],[5.78125000e-02 6.94444444e-04 8.07031250e-01 9.85416667e-01],2,processed_videos/BRANDT_SNEDEKER_2cD6CPZhiEY_0295df1f-0ae9-4137-9fd2-256297f85500.mp4
1042,KbB9Av081x0,JAYE MARIE GREEN,f,iron,other,0,[511 657 677 683 693 698 701 704 723 756],[3.12500000e-02 6.94444444e-04 5.74218750e-01 9.75694444e-01],4,processed_videos/JAYE_MARIE_GREEN_KbB9Av081x0_7c16615d-8237-4db6-be65-2a3e5a625966.mp4
1043,KbB9Av081x0,JAYE MARIE GREEN,f,iron,other,1,[ 841  867  941  964 1003 1024 1036 1046 1119 1179],[3.82812500e-02 6.94444444e-04 5.37500000e-01 9.89583333e-01],4,processed_videos/JAYE_MARIE_GREEN_KbB9Av081x0_d317f8af-4cb2-470b-802d-abdc70b641f5.mp4
1044,gdoWMR-tauc,AZAHARA MUNOZ,f,driver,face-on,0,[241 357 370 375 382 387 391 394 416 450],[0.09453125 0.01527778 0.76875    0.97222222],2,processed_videos/AZAHARA_MUNOZ_gdoWMR-tauc_8c11ba2c-9d78-44ff-bc34-56dfa24aa43b.mp4
1045,gdoWMR-tauc,AZAHARA MUNOZ,f,driver,face-on,1,[690 736 788 806 838 857 872 881 956 986],[8.35937500e-02 6.94444444e-04 7.89062500e-01 9.82638889e-01],2,processed_videos/AZAHARA_MUNOZ_gdoWMR-tauc_994a2cbf-4c99-49f7-8b52-0494a329c77a.mp4
1046,kBbxVYCPsOQ,JOHN MERRICK,m,fairway,other,0,[ 94 147 164 169 178 182 185 187 214 255],[0.0890625  0.01944444 0.428125   0.94722222],2,processed_videos/JOHN_MERRICK_kBbxVYCPsOQ_2542288c-99aa-4272-9374-9c65b301bc72.mp4
1047,kBbxVYCPsOQ,JOHN MERRICK,m,fairway,other,1,[595 635 697 713 751 767 781 789 870 900],[7.18750000e-02 6.94444444e-04 4.60937500e-01 9.90972222e-01],2,processed_videos/JOHN_MERRICK_kBbxVYCPsOQ_e36586fa-62ed-4f30-ae1b-ee4afecd31b4.mp4
1048,shmXjle1rR0,BUD CAULEY,m,fairway,other,0,[211 363 373 377 383 387 390 392 412 472],[0.1796875  0.02361111 0.403125   0.96944444],4,processed_videos/BUD_CAULEY_shmXjle1rR0_d149c27b-d987-477b-a556-891a81124946.mp4
1049,shmXjle1rR0,BUD CAULEY,m,fairway,other,1,[ 772  805  846  860  889  904  916  924  996 1026],[0.15234375 0.09166667 0.43125    0.87361111],4,processed_videos/BUD_CAULEY_shmXjle1rR0_4a2abdb9-be21-425f-970b-b6dc96a83cc5.mp4
1050,wrvEURqD-GI,PHIL MICKELSON,m,fairway,face-on,0,[181 247 269 272 280 285 288 290 306 345],[9.21875000e-02 6.94444444e-04 8.12500000e-01 9.90972222e-01],2,processed_videos/PHIL_MICKELSON_wrvEURqD-GI_43ac2836-8c5c-4736-a8d3-cde15adc4f18.mp4
1051,wrvEURqD-GI,PHIL MICKELSON,m,wedge,face-on,0,[597 663 674 678 683 687 692 696 708 742],[1.00781250e-01 6.94444444e-04 7.41406250e-01 9.77083333e-01],2,processed_videos/PHIL_MICKELSON_wrvEURqD-GI_19bd1382-3437-4619-bf15-73ed47c66606.mp4
1052,wrvEURqD-GI,PHIL MICKELSON,m,wedge,down-the-line,0,[ 982 1122 1137 1140 1146 1150 1155 1158 1169 1212],[5.03906250e-01 6.94444444e-04 3.61718750e-01 9.88194444e-01],2,processed_videos/PHIL_MICKELSON_wrvEURqD-GI_9ca1806b-d741-41ba-88f3-b4b21f647788.mp4
1053,wrvEURqD-GI,PHIL MICKELSON,m,fairway,other,0,[3012 3213 3226 3229 3239 3243 3246 3248 3264 3298],[0.14453125 0.01527778 0.671875   0.97361111],2,processed_videos/PHIL_MICKELSON_wrvEURqD-GI_d3623a04-3982-436e-b293-711a83ab1b6e.mp4
1054,wrvEURqD-GI,PHIL MICKELSON,m,iron,other,0,[3598 3779 3789 3792 3799 3804 3808 3810 3827 3859],[3.60937500e-01 6.94444444e-04 4.36718750e-01 9.92361111e-01],2,processed_videos/PHIL_MICKELSON_wrvEURqD-GI_320d973f-9a07-44f3-a864-0c337bcd1486.mp4
1055,wrvEURqD-GI,PHIL MICKELSON,m,fairway,face-on,0,[4279 4335 4345 4349 4357 4362 4365 4367 4384 4421],[1.01562500e-01 6.94444444e-04 8.30468750e-01 9.89583333e-01],2,processed_videos/PHIL_MICKELSON_wrvEURqD-GI_b46affdd-72aa-417d-9763-2ec2acfe4640.mp4
1056,wrvEURqD-GI,PHIL MICKELSON,m,fairway,face-on,1,[4481 4561 4605 4617 4652 4669 4684 4692 4754 4788],[7.50000000e-02 6.94444444e-04 8.36718750e-01 9.95138889e-01],2,processed_videos/PHIL_MICKELSON_wrvEURqD-GI_6c486715-ca98-4d8d-8849-49d309d695d4.mp4
1057,wrvEURqD-GI,PHIL MICKELSON,m,wedge,face-on,1,[6108 6122 6164 6183 6201 6217 6235 6251 6299 6343],[9.37500000e-02 6.94444444e-04 7.48437500e-01 9.27083333e-01],2,processed_videos/PHIL_MICKELSON_wrvEURqD-GI_4e392ecf-d889-428c-af94-7fe9ca92f795.mp4
1058,wrvEURqD-GI,PHIL MICKELSON,m,wedge,down-the-line,1,[7783 7814 7850 7866 7887 7903 7920 7936 7973 8006],[0.51875    0.01111111 0.3359375  0.96666667],2,processed_videos/PHIL_MICKELSON_wrvEURqD-GI_d2d495f8-936f-4956-ad6f-b09715ac3c54.mp4
1059,wrvEURqD-GI,PHIL MICKELSON,m,fairway,other,1,[9386 9467 9518 9530 9569 9585 9600 9607 9670 9703],[1.37500000e-01 6.94444444e-04 6.76562500e-01 9.70138889e-01],2,processed_videos/PHIL_MICKELSON_wrvEURqD-GI_10e0182c-5f75-4fd0-81b8-5d71f14fef99.mp4
1060,wrvEURqD-GI,PHIL MICKELSON,m,iron,other,1,[11113 11216 11255 11267 11300 11319 11332 11343 11408 11468],[3.78125000e-01 6.94444444e-04 4.66406250e-01 9.86805556e-01],2,processed_videos/PHIL_MICKELSON_wrvEURqD-GI_db1df030-87c3-4d50-88c4-b31baf543faf.mp4
1061,z2L8Ea24kNs,BEATRIZ RECARI,f,driver,down-the-line,0,[155 439 457 461 469 472 476 479 500 536],[1.66406250e-01 6.94444444e-04 4.45312500e-01 8.99305556e-01],4,processed_videos/BEATRIZ_RECARI_z2L8Ea24kNs_7238dbbf-1a61-4f98-a325-2b6c63f8b3cb.mp4
1062,z2L8Ea24kNs,BEATRIZ RECARI,f,driver,down-the-line,1,[659 687 764 780 810 822 838 848 929 964],[0.14296875 0.02361111 0.46328125 0.87222222],4,processed_videos/BEATRIZ_RECARI_z2L8Ea24kNs_b9cf055a-ff9a-44e3-9901-38f591ea0430.mp4
1063,3dY8wZdR9R8,SUNG HYUN PARK,f,iron,face-on,0,[361 649 660 665 674 679 682 684 702 736],[0.203125   0.00555556 0.7046875  0.94027778],2,processed_videos/SUNG_HYUN_PARK_3dY8wZdR9R8_b671c9bc-c723-43f3-a275-f511d4c4cf35.mp4
1064,3dY8wZdR9R8,SUNG HYUN PARK,f,iron,face-on,1,[1006 1012 1055 1078 1114 1131 1144 1154 1236 1296],[2.07812500e-01 6.94444444e-04 7.53125000e-01 9.67361111e-01],2,processed_videos/SUNG_HYUN_PARK_3dY8wZdR9R8_4aeb9bc9-5a33-4c70-889d-f482a227acbc.mp4
1065,3WfIqboFIHM,RICKIE FOWLER,m,driver,other,0,[ 32 100 109 113 119 123 126 128 142 179],[0.509375   0.09583333 0.49101563 0.87222222],3,processed_videos/RICKIE_FOWLER_3WfIqboFIHM_cb1d5d7c-b4bd-46f4-963e-7a1105685923.mp4
1066,3WfIqboFIHM,TIGER WOODS,m,driver,other,0,[ 59  95 108 112 118 122 126 127 143 177],[0.02578125 0.17222222 0.4484375  0.79722222],3,processed_videos/TIGER_WOODS_3WfIqboFIHM_85e7f15e-11ad-4db6-8357-2b8d7575bddf.mp4
1067,3WfIqboFIHM,RICKIE FOWLER,m,driver,other,1,[237 307 346 362 386 399 411 419 483 517],[0.50625    0.13333333 0.49414062 0.83333333],3,processed_videos/RICKIE_FOWLER_3WfIqboFIHM_e903e565-d8d9-426d-a8b8-441940382aa4.mp4
1068,3WfIqboFIHM,TIGER WOODS,m,driver,other,1,[247 290 342 355 381 399 411 419 483 515],[0.03046875 0.12916667 0.475      0.85833333],3,processed_videos/TIGER_WOODS_3WfIqboFIHM_7ea6609d-73e5-42ba-9a05-c792a9113718.mp4
1069,lAzblCZBMhs,SCOTT MCCARRON,m,fairway,face-on,0,[181 446 456 460 467 470 474 476 491 529],[1.00781250e-01 6.94444444e-04 7.83593750e-01 9.60416667e-01],2,processed_videos/SCOTT_MCCARRON_lAzblCZBMhs_cbd519a2-7fb6-4300-8641-dba785697cc6.mp4
1070,lAzblCZBMhs,SCOTT MCCARRON,m,fairway,face-on,1,[ 739  804  846  859  889  902  914  922  983 1017],[9.14062500e-02 6.94444444e-04 8.12500000e-01 9.59027778e-01],2,processed_videos/SCOTT_MCCARRON_lAzblCZBMhs_b6bd57ea-c8b9-4257-b032-293dc5012d7f.mp4
1071,ShTdwQhnHd8,GIL MORGAN,m,driver,other,0,[421 583 596 601 610 615 618 620 638 672],[0.16484375 0.08333333 0.384375   0.83055556],2,processed_videos/GIL_MORGAN_ShTdwQhnHd8_ca8299d9-5de3-4e7d-8de0-5e0556623c6c.mp4
1072,ShTdwQhnHd8,GIL MORGAN,m,driver,other,1,[ 852  894  946  966 1003 1022 1035 1043 1107 1140],[0.159375   0.11944444 0.38984375 0.79722222],2,processed_videos/GIL_MORGAN_ShTdwQhnHd8_60d55449-471e-459c-86a8-9f1b830ce95d.mp4
1073,61hr7USr5IU,HEE YOUNG PARK,f,driver,other,0,[271 429 443 448 458 463 467 469 492 528],[0.14609375 0.17083333 0.390625   0.82222222],4,processed_videos/HEE_YOUNG_PARK_61hr7USr5IU_a0562b68-59e1-4ddf-bd1e-2331e0934f49.mp4
1074,61hr7USr5IU,HEE YOUNG PARK,f,driver,other,1,[ 798  836  890  915  953  970  984  994 1076 1111],[0.146875   0.20694444 0.39453125 0.79375   ],4,processed_videos/HEE_YOUNG_PARK_61hr7USr5IU_ccb95ad8-7371-4522-997d-bf3f5d4a9f3b.mp4
1075,UoshlPscc2U,TOBY KEITH,m,driver,face-on,0,[384 473 496 501 506 511 514 517 526 565],[5.31250000e-02 6.94444444e-04 7.85937500e-01 9.86805556e-01],3,processed_videos/TOBY_KEITH_UoshlPscc2U_af9dcc9c-dacd-4a4f-b0af-8383555350f4.mp4
1076,UoshlPscc2U,TOBY KEITH,m,driver,face-on,1,[1165 1168 1251 1272 1294 1310 1323 1333 1372 1431],[5.15625000e-02 6.94444444e-04 7.72656250e-01 9.90972222e-01],3,processed_videos/TOBY_KEITH_UoshlPscc2U_70822a36-d993-41f2-a08b-fea983449757.mp4
1077,bF89h31EEzg,LEXI THOMPSON,f,driver,down-the-line,0,[ 91 138 150 154 162 166 170 172 193 227],[5.00781250e-01 6.94444444e-04 4.47656250e-01 9.60416667e-01],2,processed_videos/LEXI_THOMPSON_bF89h31EEzg_cc8ec20a-304a-45c5-a094-05fa4eb583c1.mp4
1078,bF89h31EEzg,LEXI THOMPSON,f,driver,face-on,0,[107 137 150 154 163 167 170 172 196 230],[3.90625000e-04 6.94444444e-04 4.94921875e-01 9.47916667e-01],2,processed_videos/LEXI_THOMPSON_bF89h31EEzg_5fdc16e0-59aa-4864-b818-f407936add8d.mp4
1079,bF89h31EEzg,LEXI THOMPSON,f,driver,down-the-line,1,[320 368 402 415 439 453 463 470 523 554],[5.03125000e-01 6.94444444e-04 4.58593750e-01 9.72916667e-01],2,processed_videos/LEXI_THOMPSON_bF89h31EEzg_286b58e5-2f6b-4ef9-aa76-f91b592c2204.mp4
1080,bF89h31EEzg,LEXI THOMPSON,f,driver,face-on,1,[344 367 403 416 441 453 463 470 531 564],[3.90625000e-04 6.94444444e-04 4.97265625e-01 9.52083333e-01],2,processed_videos/LEXI_THOMPSON_bF89h31EEzg_3f24dba1-34c8-4a95-9131-2e9ec6354491.mp4
1081,E8eoOtPXzdA,AI MIYAZATO,f,driver,other,0,[ 691  961  994 1002 1030 1038 1042 1044 1074 1109],[0.13515625 0.16111111 0.4578125  0.82638889],1,processed_videos/AI_MIYAZATO_E8eoOtPXzdA_80745074-21fd-4bb4-bcf0-6ee3b2dd0211.mp4
1082,NLprImdkR_k,KEVIN KISNER,m,driver,down-the-line,0,[241 449 467 471 477 480 484 486 497 533],[8.28125000e-02 6.94444444e-04 5.21093750e-01 9.61805556e-01],2,processed_videos/KEVIN_KISNER_NLprImdkR_k_f77b210a-f304-4ae1-9483-e436428549c3.mp4
1083,NLprImdkR_k,KEVIN KISNER,m,driver,down-the-line,1,[ 833  856  923  942  965  977  991  999 1046 1079],[6.56250000e-02 6.94444444e-04 5.32031250e-01 9.56250000e-01],2,processed_videos/KEVIN_KISNER_NLprImdkR_k_5eafb1ce-f37f-4dd8-9d15-3c6d43d02330.mp4
1084,X90_F-Fs6_I,KEEGAN BRADLEY,m,driver,down-the-line,0,[451 635 652 657 665 669 672 674 686 720],[1.06250000e-01 6.94444444e-04 4.71093750e-01 1.00000000e+00],3,processed_videos/KEEGAN_BRADLEY_X90_F-Fs6_I_5e8e38ca-a188-4045-b656-6c7f308a3b6d.mp4
1085,X90_F-Fs6_I,KEEGAN BRADLEY,m,driver,down-the-line,1,[1050 1118 1164 1184 1215 1232 1244 1252 1299 1329],[1.33593750e-01 6.94444444e-04 4.44531250e-01 9.99305556e-01],3,processed_videos/KEEGAN_BRADLEY_X90_F-Fs6_I_a2490472-d40b-4d6a-bdbd-5b0247482bf1.mp4
1086,9M1Y0Hg4Dkc,BRITTANY LANG,f,driver,down-the-line,0,[121 327 342 345 353 358 362 364 382 415],[8.28125000e-02 6.94444444e-04 5.63281250e-01 9.71527778e-01],3,processed_videos/BRITTANY_LANG_9M1Y0Hg4Dkc_2ea2073d-134e-4f4b-8721-0625116d5815.mp4
1087,9M1Y0Hg4Dkc,BRITTANY LANG,f,driver,down-the-line,1,[565 642 699 713 750 768 779 789 854 914],[8.35937500e-02 6.94444444e-04 5.65625000e-01 9.84027778e-01],3,processed_videos/BRITTANY_LANG_9M1Y0Hg4Dkc_ca1efb9b-9550-412b-965b-1b572c109728.mp4
1088,K_7S-uYul_M,PERNILLA LINDBERG,f,driver,face-on,0,[211 363 380 385 393 400 403 405 429 464],[8.82812500e-02 6.94444444e-04 7.78906250e-01 9.68750000e-01],1,processed_videos/PERNILLA_LINDBERG_K_7S-uYul_M_20335734-f93b-42e5-802b-0101627b38a1.mp4
1089,K_7S-uYul_M,PERNILLA LINDBERG,f,driver,face-on,1,[ 794  848  912  931  964  988 1002 1011 1105 1138],[8.90625000e-02 6.94444444e-04 7.92968750e-01 9.78472222e-01],1,processed_videos/PERNILLA_LINDBERG_K_7S-uYul_M_e8cce161-8e0b-40c9-bc3d-9f6a930df580.mp4
1090,nabZv01cv4Y,ARIYA JUTANUGARN,f,iron,face-on,0,[271 458 479 485 492 495 499 502 521 556],[1.50000000e-01 6.94444444e-04 6.99218750e-01 9.93750000e-01],3,processed_videos/ARIYA_JUTANUGARN_nabZv01cv4Y_62ddfbef-b333-4a1a-9bee-431a399c9e9c.mp4
1091,nabZv01cv4Y,ARIYA JUTANUGARN,f,iron,face-on,1,[ 916  976 1054 1079 1105 1119 1133 1147 1222 1257],[1.43750000e-01 6.94444444e-04 6.87500000e-01 9.96527778e-01],3,processed_videos/ARIYA_JUTANUGARN_nabZv01cv4Y_103a7ebf-9033-4345-98bd-8288ffc6968a.mp4
1092,4EwJjV0YX10,RORY MCILROY,m,iron,other,0,[ 31 339 356 359 366 371 374 376 401 436],[9.29687500e-02 6.94444444e-04 8.36718750e-01 9.60416667e-01],4,processed_videos/RORY_MCILROY_4EwJjV0YX10_2c7e9af5-d26a-483d-b2d5-92ae2dbf8c10.mp4
1093,4EwJjV0YX10,RORY MCILROY,m,iron,other,1,[526 552 592 605 635 652 663 673 759 819],[8.98437500e-02 6.94444444e-04 8.23437500e-01 9.63194444e-01],4,processed_videos/RORY_MCILROY_4EwJjV0YX10_843313f4-0a86-465f-a460-febc7a34511c.mp4
1094,Ts_StRfgOwY,MICHELLE WIE,f,driver,down-the-line,0,[ 61 119 130 136 141 145 149 151 169 205],[0.14765625 0.025      0.421875   0.94027778],3,processed_videos/MICHELLE_WIE_Ts_StRfgOwY_56b0d8ed-8a01-4f57-8f6e-61a9540c98d0.mp4
1095,Ts_StRfgOwY,MICHELLE WIE,f,driver,down-the-line,1,[475 500 543 562 590 603 617 625 694 739],[1.52343750e-01 6.94444444e-04 4.23437500e-01 9.77083333e-01],3,processed_videos/MICHELLE_WIE_Ts_StRfgOwY_44ea859d-4490-440c-9885-d625ca07d561.mp4
1096,Rfxupk2eF0w,BRAD FRITSCH,m,fairway,other,0,[ 24  45  60  64  73  78  81  83  98 134],[2.10156250e-01 6.94444444e-04 3.53906250e-01 8.78472222e-01],1,processed_videos/BRAD_FRITSCH_Rfxupk2eF0w_831862e9-7e27-4481-9dfc-cddb426bae10.mp4
1097,Rfxupk2eF0w,BRAD FRITSCH,m,fairway,other,1,[314 375 430 449 488 506 520 528 585 627],[1.82812500e-01 6.94444444e-04 3.74218750e-01 8.86805556e-01],1,processed_videos/BRAD_FRITSCH_Rfxupk2eF0w_74c2294a-13ec-4978-9252-54879954fa6b.mp4
1098,PHh7YBG-PT4,SUZANN PETTERSEN,f,driver,other,0,[  91  930  941  945  953  957  961  963  977 1013],[0.178125   0.08333333 0.36015625 0.82916667],4,processed_videos/SUZANN_PETTERSEN_PHh7YBG-PT4_69d1ef67-a986-45c6-805c-b771003c578e.mp4
1099,PHh7YBG-PT4,SUZANN PETTERSEN,f,driver,other,1,[1343 1391 1435 1449 1483 1501 1513 1523 1577 1612],[0.18203125 0.06111111 0.353125   0.82638889],4,processed_videos/SUZANN_PETTERSEN_PHh7YBG-PT4_b7c2dc65-a117-4150-a3b4-7e7396ec0134.mp4
1100,H9MWcs3YS-I,TIGER WOODS,m,iron,face-on,0,[271 457 470 473 479 484 487 489 505 539],[1.60156250e-01 6.94444444e-04 6.98437500e-01 9.81250000e-01],3,processed_videos/TIGER_WOODS_H9MWcs3YS-I_aeb7ab91-1aca-442c-9197-6fca0c341a13.mp4
1101,H9MWcs3YS-I,TIGER WOODS,m,driver,other,0,[ 839  963  975  979  985  989  992  994 1008 1043],[5.85937500e-02 6.94444444e-04 8.57812500e-01 9.42361111e-01],3,processed_videos/TIGER_WOODS_H9MWcs3YS-I_93a623c5-b1fc-4291-9f77-17312e47fbc1.mp4
1102,H9MWcs3YS-I,TIGER WOODS,m,iron,other,0,[1523 1746 1758 1761 1767 1772 1775 1777 1793 1823],[3.64843750e-01 6.94444444e-04 5.38281250e-01 9.96527778e-01],3,processed_videos/TIGER_WOODS_H9MWcs3YS-I_e93ca681-72e0-46df-a646-389bd6aebe43.mp4
1103,H9MWcs3YS-I,TIGER WOODS,m,driver,down-the-line,0,[2423 2511 2522 2525 2532 2535 2539 2540 2557 2595],[1.55468750e-01 6.94444444e-04 5.34375000e-01 9.82638889e-01],3,processed_videos/TIGER_WOODS_H9MWcs3YS-I_171b08a8-0bbb-4634-802c-a6b6e9a40ee4.mp4
1104,H9MWcs3YS-I,TIGER WOODS,m,driver,face-on,0,[3825 4037 4049 4052 4059 4063 4066 4068 4085 4119],[1.93750000e-01 6.94444444e-04 7.09375000e-01 9.52083333e-01],3,processed_videos/TIGER_WOODS_H9MWcs3YS-I_f4b98ba5-57ac-49f8-8f8b-6a2e8b3167ab.mp4
1105,AnYxuyhVv_E,BILLY ANDRADE,m,driver,face-on,0,[421 508 520 524 534 539 543 545 559 593],[7.42187500e-02 6.94444444e-04 8.55468750e-01 9.64583333e-01],4,processed_videos/BILLY_ANDRADE_AnYxuyhVv_E_81832d9c-db9e-4fed-9eee-cfff0f8b2716.mp4
1106,AnYxuyhVv_E,BILLY ANDRADE,m,driver,face-on,1,[ 893  902  949  969 1004 1027 1041 1049 1105 1138],[7.03125000e-02 6.94444444e-04 8.72656250e-01 9.77083333e-01],4,processed_videos/BILLY_ANDRADE_AnYxuyhVv_E_e08d3c1e-2f3d-4a62-9052-68dcebbe50c8.mp4
1107,Q0pK0ssD8t4,JAMIE LOVEMARK,m,driver,other,0,[ 91 391 401 404 414 421 424 426 445 480],[6.01562500e-02 6.94444444e-04 4.86718750e-01 9.70138889e-01],3,processed_videos/JAMIE_LOVEMARK_Q0pK0ssD8t4_a2eeb570-ecfb-4de8-8bbd-e9506cfad010.mp4
